Feature,Precision,Recall
sit,0.7333333333,0.0041268055
sit / NN,0.6666666667,0.0007503283
sit / VB,0.7619047619,0.0030013131
sitcom,0.6666666667,0.0018758207
sitcom / NN,0.6666666667,0.0018758207
sits,0.4285714286,0.0005627462
sits / VBZ,0.4285714286,0.0005627462
sitting,0.8,0.0030013131
sitting / VBG,0.8,0.0030013131
situation,0.52,0.0024385669
situation / NN,0.52,0.0024385669
situations,0.8181818182,0.0033764772
situations / NNS,0.8181818182,0.0033764772
six,0.8571428571,0.0011254924
six / CD,0.8571428571,0.0011254924
sketch,1,0.0015006565
sketch / NN,1,0.0011254924
sketchy,0.5714285714,0.0007503283
sketchy / JJ,0.5714285714,0.0007503283
skill,0.3333333333,0.0011254924
skill / NN,0.3333333333,0.0011254924
skillful,0.2,0.0001875821
skillful / JJ,0.2,0.0001875821
skillfully,0,0
skillfully / RB,0,0
skills,1,0.0011254924
skills / NNS,1,0.0011254924
skin,0.1363636364,0.0005627462
skin / NN,0.1363636364,0.0005627462
skins,0.3333333333,0.0003751641
skins / NNS,0.3333333333,0.0003751641
skip,0.75,0.0016882386
skip / VB,0.7272727273,0.0015006565
slack,0.7142857143,0.0009379103
slackers,0.8,0.0007503283
slackers / NNS,0.8,0.0007503283
slap,0.625,0.0009379103
slap / NN,0.625,0.0009379103
slapstick,0.65,0.0024385669
slapstick / NN,0.65,0.0024385669
slasher,0.8,0.0015006565
slasher / NN,0.8,0.0015006565
sleep,0.8888888889,0.0015006565
sleep / VB,1,0.0013130745
sleeve,0,0
sleeve / NN,0,0
slice,0.2631578947,0.0009379103
slice / NN,0.2222222222,0.0007503283
slick,0.6428571429,0.0016882386
slick / JJ,0.6428571429,0.0016882386
slight,0.44,0.0020634027
slight / JJ,0.44,0.0020634027
slightly,0.44,0.0020634027
slightly / RB,0.44,0.0020634027
slip,0.5,0.0007503283
slog,0.8,0.0007503283
slog / NN,0.8,0.0007503283
sloppy,0.7857142857,0.0020634027
sloppy / JJ,0.7857142857,0.0020634027
slow,0.5869565217,0.0050647158
slow / JJ,0.6,0.0050647158
slowly,0.4166666667,0.0009379103
slowly / RB,0.4166666667,0.0009379103
sluggish,1,0.0011254924
sluggish / JJ,1,0.0011254924
sly,0,0
sly / JJ,0,0
smacks,0.5,0.0005627462
smacks / VBZ,0.5,0.0005627462
small,0.3695652174,0.0031888951
small / JJ,0.3777777778,0.0031888951
smart,0.2333333333,0.0026261489
smart / JJ,0.2333333333,0.0026261489
smarter,0.0909090909,0.0001875821
smarter / RBR,0.0909090909,0.0001875821
smartly,0,0
smartly / RB,0,0
smell,0.8,0.0007503283
smile,0.3636363636,0.0007503283
smile / NN,0.3636363636,0.0007503283
smiles,0.6666666667,0.0007503283
smith,0.1,0.0001875821
smith / NNP,0.1,0.0001875821
smoochy,0.75,0.0011254924
smoochy / NNP,0.7142857143,0.0009379103
smooth,0,0
smug,0.8181818182,0.0016882386
smug / JJ,0.8181818182,0.0016882386
snappy,0.5714285714,0.0007503283
snappy / JJ,0.5714285714,0.0007503283
snapshot,0.1666666667,0.0001875821
snapshot / NN,0.1666666667,0.0001875821
snipes,0.7142857143,0.0009379103
snipes / NNP,0.7142857143,0.0009379103
snow,0.7142857143,0.0018758207
snow / NN,0.7272727273,0.0015006565
so,0.6176470588,0.0590883512
so / IN,0.7380952381,0.0058150441
so / RB,0.6059957173,0.053085725
so-so,0.8333333333,0.0009379103
so-so / JJ,0.8333333333,0.0009379103
soap,0.8235294118,0.0052522979
soap / NN,0.8235294118,0.0052522979
sobering,0,0
sobering / JJ,0,0
soccer,0.8,0.0007503283
soccer / NN,0.8,0.0007503283
social,0.5128205128,0.0037516413
social / JJ,0.5,0.0033764772
society,0.2941176471,0.0009379103
society / NN,0.2666666667,0.0007503283
soderbergh,0.4761904762,0.0018758207
soderbergh / NNP,0.45,0.0016882386
soft,0.5555555556,0.0009379103
soft / JJ,0.5555555556,0.0009379103
soggy,1,0.0018758207
soggy / JJ,1,0.0018758207
solaris,0.5,0.0009379103
solaris / NNP,0.625,0.0009379103
soldiers,0.5,0.0007503283
soldiers / NNS,0.5,0.0007503283
solemn,1,0.0009379103
solemn / JJ,1,0.0009379103
solid,0.1454545455,0.0015006565
solid / JJ,0.1454545455,0.0015006565
solidly,0.1428571429,0.0001875821
solidly / RB,0.1428571429,0.0001875821
solondz,0.4736842105,0.0016882386
solondz / NNP,0.4736842105,0.0016882386
solutions,0.2,0.0001875821
solutions / NNS,0.2,0.0001875821
somber,0.3636363636,0.0007503283
somber / JJ,0.3636363636,0.0007503283
some,0.5047021944,0.0302007128
some / DT,0.5047021944,0.0302007128
somebody,0.75,0.0011254924
somebody / NN,0.75,0.0011254924
somehow,0.5,0.0020634027
somehow / RB,0.5,0.0020634027
someone,0.7419354839,0.0043143875
someone / NN,0.7419354839,0.0043143875
something,0.5751295337,0.0208216095
something / NN,0.5751295337,0.0208216095
sometimes,0.3947368421,0.005627462
sometimes / RB,0.3947368421,0.005627462
somewhat,0.3548387097,0.0020634027
somewhat / RB,0.3548387097,0.0020634027
somewhere,0.6666666667,0.0026261489
somewhere / RB,0.6666666667,0.0026261489
son,0.1111111111,0.0003751641
son / NN,0.0588235294,0.0001875821
song,0.4615384615,0.0011254924
song / NN,0.4166666667,0.0009379103
songs,0.4375,0.0013130745
songs / NNS,0.4375,0.0013130745
soon,0.5714285714,0.0015006565
soon / RB,0.5714285714,0.0015006565
sophisticated,0.3181818182,0.0013130745
sophisticated / JJ,0.3181818182,0.0013130745
sophomoric,0.75,0.0011254924
sophomoric / JJ,0.75,0.0011254924
sordid,0.6666666667,0.0007503283
sordid / JJ,0.6666666667,0.0007503283
sorority,0.8571428571,0.0011254924
sorority / NN,0.8571428571,0.0011254924
sorry,0.875,0.0013130745
sorry / JJ,0.875,0.0013130745
sort,0.679245283,0.0067529544
sort / NN,0.6666666667,0.0063777903
sorvino,0.5,0.0005627462
soul,0.2173913043,0.0009379103
soul / NN,0.2173913043,0.0009379103
soulful,0,0
soulful / JJ,0,0
soulless,1,0.0015006565
soulless / JJ,1,0.0015006565
souls,0.125,0.0001875821
souls / NNS,0.125,0.0001875821
sound,0.5172413793,0.002813731
sound / JJ,0.6,0.0005627462
sound / NN,0.3636363636,0.0007503283
sound / VB,0.5454545455,0.0011254924
sounds,0.3888888889,0.0013130745
sounds / NNS,0,0
sounds / VBZ,0.5833333333,0.0013130745
soundtrack,0.652173913,0.002813731
soundtrack / NN,0.652173913,0.002813731
sour,0.9,0.0016882386
sour / JJ,0.9,0.0016882386
source,0.4666666667,0.0013130745
source / NN,0.4666666667,0.0013130745
south,0.4615384615,0.0011254924
south / JJ,0.1666666667,0.0001875821
south / NNP,0.6666666667,0.0007503283
southern,0.5,0.0011254924
southern / JJ,0.5,0.0009379103
space,0.3888888889,0.0013130745
space / NN,0.3888888889,0.0013130745
spaces,0.2,0.0001875821
spaces / NNS,0.2,0.0001875821
spare,0,0
spare / JJ,0,0
spare / VB,0,0
spark,0.6923076923,0.0016882386
spark / VB,0.6923076923,0.0016882386
sparkling,0.1428571429,0.0001875821
sparkling / JJ,0.1428571429,0.0001875821
speak,0.4285714286,0.0005627462
speak / VB,0.4,0.0003751641
speaking,0.5,0.0011254924
speaking / VBG,0.5,0.0011254924
speaks,0.1,0.0001875821
speaks / VBZ,0.1,0.0001875821
spears,1,0.0015006565
spears / NNP,1,0.0015006565
special,0.5641025641,0.008253611
special / JJ,0.5526315789,0.0078784468
specific,0.4,0.0003751641
specific / JJ,0.4,0.0003751641
specifically,0.1666666667,0.0001875821
specifically / RB,0.1666666667,0.0001875821
spectacle,0.4736842105,0.0016882386
spectacle / NN,0.4736842105,0.0016882386
spectacular,0.2777777778,0.0009379103
spectacular / JJ,0.2777777778,0.0009379103
spectacularly,0.4,0.0003751641
spectacularly / RB,0.4,0.0003751641
spell,0.4444444444,0.0007503283
spell / NN,0.3333333333,0.0003751641
spend,0.5333333333,0.0015006565
spend / VB,0.4444444444,0.0007503283
spend / VBP,0.6666666667,0.0007503283
spends,0.8,0.0007503283
spends / VBZ,0.8,0.0007503283
spent,0.75,0.0016882386
spent / VBD,1,0.0011254924
spent / VBN,0.5,0.0005627462
spice,0.6666666667,0.0007503283
spice / NN,0.6666666667,0.0007503283
spider-man,0.1,0.0001875821
spider-man / NN,0.1428571429,0.0001875821
spielberg,0.16,0.0007503283
spielberg / NNP,0.16,0.0007503283
spike,0,0
spike / NNP,0,0
spin,0.4285714286,0.0005627462
spin / NN,0.5,0.0005627462
spinning,0.5,0.0005627462
spinning / VBG,0.5,0.0005627462
spirit,0.2888888889,0.0024385669
spirit / NN,0.2954545455,0.0024385669
spirited,0.1818181818,0.0003751641
spirited / JJ,0.1818181818,0.0003751641
spirits,0.125,0.0001875821
spirits / NNS,0.125,0.0001875821
spiritual,0.3888888889,0.0013130745
spiritual / JJ,0.3888888889,0.0013130745
spite,0.1,0.0001875821
spite / NN,0.1,0.0001875821
splash,0.4,0.0003751641
splash / NN,0.4,0.0003751641
splendid,0,0
splendid / JJ,0,0
spontaneity,0.5,0.0005627462
spontaneity / NN,0.5,0.0005627462
spoof,0.6153846154,0.0015006565
spoof / NN,0.7777777778,0.0013130745
spooky,0.1538461538,0.0003751641
spooky / JJ,0.1538461538,0.0003751641
sport,0.3333333333,0.0003751641
sport / NN,0.3333333333,0.0003751641
sports,0.2631578947,0.0009379103
sports / NNS,0.2631578947,0.0009379103
spot,0.4,0.0007503283
spot / NN,0.375,0.0005627462
spots,0.5714285714,0.0007503283
spots / NNS,0.5714285714,0.0007503283
spring,0.5714285714,0.0007503283
spy,0.6,0.0039392234
spy / NN,0.5,0.0020634027
spy / VBP,0.9166666667,0.0020634027
squanders,1,0.0009379103
squanders / VBZ,1,0.0009379103
squarely,0.6666666667,0.0007503283
squarely / RB,0.6666666667,0.0007503283
squeeze,0.6666666667,0.0007503283
squeeze / VB,0.6666666667,0.0007503283
stage,0.3125,0.0009379103
stage / NN,0.3125,0.0009379103
staged,0.8,0.0015006565
staged / VBD,0.8571428571,0.0011254924
staggeringly,0.6,0.0005627462
staggeringly / RB,0.6,0.0005627462
stale,0.9444444444,0.0031888951
stale / JJ,0.9444444444,0.0031888951
stand,0.4615384615,0.0022509848
stand / VB,0.4736842105,0.0016882386
stand-up,0.4166666667,0.0009379103
stand-up / JJ,0.4,0.0007503283
standard,0.5,0.0020634027
standard / JJ,0.5,0.0015006565
standard / NN,0.5,0.0005627462
standards,0.6,0.0016882386
standards / NNS,0.6,0.0016882386
stands,0.4375,0.0013130745
stands / VBZ,0.5384615385,0.0013130745
star,0.5277777778,0.0071281186
star / NN,0.53125,0.0063777903
star / NNP,0.5,0.0007503283
stark,0,0
stark / JJ,0,0
starring,0.7142857143,0.0018758207
starring / VBG,0.7142857143,0.0018758207
stars,0.625,0.002813731
stars / NNS,0.5909090909,0.0024385669
start,0.5666666667,0.0031888951
start / NN,0.5,0.0018758207
start / VB,0.8,0.0007503283
start / VBP,0.6,0.0005627462
started,0.5,0.0009379103
started / VBD,0.4444444444,0.0007503283
starting,0.2,0.0001875821
starting / VBG,0.2,0.0001875821
startling,0,0
startling / JJ,0,0
starts,0.7428571429,0.0048771337
starts / NNS,0.6666666667,0.0007503283
starts / VBZ,0.7777777778,0.0039392234
state,0.4285714286,0.0011254924
state / NN,0.3333333333,0.0005627462
static,0.6,0.0011254924
static / JJ,0.6,0.0011254924
station,0.6,0.0005627462
station / NN,0.6,0.0005627462
status,0.4285714286,0.0005627462
status / NN,0.4285714286,0.0005627462
stay,0.6111111111,0.0020634027
stay / VB,0.5625,0.0016882386
staying,0.6,0.0005627462
staying / VBG,0.6,0.0005627462
stays,0.2857142857,0.0007503283
stays / VBZ,0.3076923077,0.0007503283
steady,0,0
steady / JJ,0,0
steal,0.2,0.0001875821
stealing,1,0.0020634027
stealing / VBG,1,0.0020634027
steals,0.3333333333,0.0003751641
steals / VBZ,0.3333333333,0.0003751641
steeped,0.1666666667,0.0001875821
steers,0.2857142857,0.0003751641
steers / VBZ,0.2857142857,0.0003751641
step,0.4615384615,0.0011254924
step / NN,0.5,0.0009379103
stephen,0.5555555556,0.0009379103
stephen / NNP,0.5555555556,0.0009379103
stereotypes,0.6666666667,0.0015006565
stereotypes / NNS,0.6666666667,0.0015006565
stereotypical,0.6666666667,0.0007503283
stereotypical / JJ,0.6666666667,0.0007503283
steve,0.4285714286,0.0005627462
steve / NNP,0.4285714286,0.0005627462
steven,0.4583333333,0.0020634027
steven / NNP,0.4583333333,0.0020634027
stevens,0.4,0.0003751641
stevens / NNP,0.4,0.0003751641
stevenson,0.125,0.0001875821
stevenson / NNP,0.125,0.0001875821
stick,0.5714285714,0.0007503283
sticking,0.6,0.0005627462
sticks,0.6666666667,0.0007503283
sticks / VBZ,0.6666666667,0.0007503283
stiff,1,0.0016882386
stiff / JJ,1,0.0016882386
still,0.3276836158,0.0108797599
still / RB,0.3276836158,0.0108797599
stilted,1,0.0015006565
stilted / JJ,1,0.0015006565
sting,0.3333333333,0.0003751641
sting / NN,0.3333333333,0.0003751641
stirring,0.2307692308,0.0005627462
stirring / VBG,0.2307692308,0.0005627462
stitch,0.3333333333,0.0003751641
stock,0.5,0.0015006565
stock / NN,0.5,0.0015006565
stomach,0.6153846154,0.0015006565
stomach / NN,0.7,0.0013130745
stone,0.2857142857,0.0003751641
stop,0.5,0.0009379103
stop / VB,0.5555555556,0.0009379103
stops,0.5,0.0009379103
stops / VBZ,0.4444444444,0.0007503283
store,0.875,0.0013130745
store / NN,0.8571428571,0.0011254924
stories,0.4047619048,0.0031888951
stories / NNS,0.4047619048,0.0031888951
story,0.4732510288,0.0431438754
story / NN,0.4697286013,0.0422059651
story / NNP,0.7142857143,0.0009379103
storyline,0.4666666667,0.0013130745
storyline / NN,0.4666666667,0.0013130745
storytelling,0.4545454545,0.0037516413
storytelling / NN,0.4545454545,0.0037516413
straight,0.6896551724,0.0037516413
straight / JJ,0.6,0.0011254924
straight / RB,0.7368421053,0.0026261489
straightforward,0.1111111111,0.0001875821
straightforward / JJ,0.1111111111,0.0001875821
strain,0.625,0.0009379103
strain / NN,0.7142857143,0.0009379103
strained,1,0.0011254924
strained / JJ,1,0.0009379103
strains,0.8333333333,0.0009379103
strains / NNS,0.8,0.0007503283
strange,0.2580645161,0.0015006565
strange / JJ,0.2580645161,0.0015006565
strangely,0.5,0.0020634027
strangely / RB,0.5,0.0020634027
strangers,0.5,0.0005627462
strangers / NNS,0.5,0.0005627462
street,0.5454545455,0.0011254924
street / NN,0.625,0.0009379103
streets,0.8,0.0007503283
streets / NNS,0.8,0.0007503283
strength,0.1875,0.0005627462
strength / NN,0.1875,0.0005627462
strengths,0.4,0.0003751641
strengths / NNS,0.4,0.0003751641
stretched,1,0.0013130745
stretched / VBN,1,0.0013130745
stretches,0.3333333333,0.0003751641
strictly,0.6923076923,0.0016882386
strictly / RB,0.6923076923,0.0016882386
strike,0.4,0.0007503283
strike / VB,0.2857142857,0.0003751641
strikes,0.125,0.0001875821
strikes / VBZ,0,0
striking,0.1764705882,0.0005627462
striking / JJ,0.1333333333,0.0003751641
string,0.5454545455,0.0011254924
string / NN,0.5,0.0007503283
stroke,0,0
stroke / NN,0,0
strong,0.3448275862,0.0037516413
strong / JJ,0.3448275862,0.0037516413
stronger,0.6,0.0005627462
stronger / JJR,0.6,0.0005627462
strongly,0.8333333333,0.0009379103
strongly / RB,0.8333333333,0.0009379103
structure,0.6875,0.0020634027
structure / NN,0.6875,0.0020634027
structured,0.2857142857,0.0003751641
structured / VBN,0.2857142857,0.0003751641
struggle,0.25,0.0007503283
struggle / NN,0.2857142857,0.0007503283
struggling,0.4285714286,0.0005627462
struggling / VBG,0.4285714286,0.0005627462
stuart,0.4545454545,0.0009379103
stuart / NNP,0.4545454545,0.0009379103
stuck,0.7692307692,0.0018758207
stuck / VBD,0.8,0.0007503283
stuck / VBN,0.75,0.0011254924
student,0.7142857143,0.0009379103
student / NN,0.7142857143,0.0009379103
studio,0.7058823529,0.0022509848
studio / NN,0.7058823529,0.0022509848
study,0.2857142857,0.0030013131
study / NN,0.2909090909,0.0030013131
stuff,0.4489795918,0.0041268055
stuff / NN,0.4489795918,0.0041268055
stunning,0.2727272727,0.0011254924
stunning / JJ,0.2727272727,0.0011254924
stunt,1,0.0016882386
stunt / NN,1,0.0016882386
stunts,0.7647058824,0.0024385669
stunts / NNS,0.7647058824,0.0024385669
stupid,0.9333333333,0.0052522979
stupid / JJ,0.9333333333,0.0052522979
stupidity,0.8571428571,0.0011254924
stupidity / NN,0.8571428571,0.0011254924
style,0.3974358974,0.0058150441
style / NN,0.3974358974,0.0058150441
stylish,0.3333333333,0.0015006565
stylish / JJ,0.3333333333,0.0015006565
stylistic,0,0
stylistic / JJ,0,0
stylized,0.4545454545,0.0009379103
stylized / JJ,0.5,0.0009379103
su,0.1666666667,0.0001875821
subculture,0.1428571429,0.0001875821
subculture / NN,0.1428571429,0.0001875821
subject,0.4457831325,0.0069405365
subject / JJ,0.3720930233,0.0030013131
subject / NN,0.525,0.0039392234
subjects,0.3888888889,0.0013130745
subjects / NNS,0.3888888889,0.0013130745
submarine,0.2857142857,0.0003751641
submarine / NN,0.3333333333,0.0003751641
subplots,1,0.0011254924
subplots / NNS,1,0.0011254924
substance,0.5909090909,0.0024385669
substance / NN,0.5909090909,0.0024385669
substantial,0.5555555556,0.0009379103
substantial / JJ,0.5555555556,0.0009379103
substitute,0.8333333333,0.0009379103
subtitles,0.5,0.0005627462
subtitles / NNS,0.5,0.0005627462
subtle,0.2413793103,0.0013130745
subtle / JJ,0.2413793103,0.0013130745
subtlety,0.5454545455,0.0011254924
subtlety / NN,0.5454545455,0.0011254924
subtly,0.2222222222,0.0003751641
subtly / RB,0.25,0.0003751641
subversive,0.0833333333,0.0001875821
subversive / JJ,0.0833333333,0.0001875821
succeed,0.3333333333,0.0005627462
succeed / VB,0.4285714286,0.0005627462
succeeds,0.2916666667,0.0013130745
succeeds / VBZ,0.2916666667,0.0013130745
success,0.4615384615,0.0022509848
success / NN,0.4615384615,0.0022509848
successful,0.347826087,0.0015006565
successful / JJ,0.347826087,0.0015006565
successfully,0,0
successfully / RB,0,0
succumbs,0.7142857143,0.0009379103
succumbs / VBZ,0.6666666667,0.0007503283
such,0.5072463768,0.0131307447
such / JJ,0.4653465347,0.0088163572
such / PDT,0.6153846154,0.0045019696
suck,0.2857142857,0.0003751641
sucks,0.8,0.0007503283
sucks / VBZ,0.8,0.0007503283
sudden,0.5,0.0005627462
sudden / JJ,0.5,0.0005627462
suffer,0.8,0.0007503283
suffered,0.4,0.0003751641
suffering,0.4444444444,0.0007503283
suffering / VBG,0.4,0.0003751641
suffers,0.8620689655,0.0046895517
suffers / VBZ,0.8620689655,0.0046895517
sugar,0.5,0.0011254924
sugar / NN,0.5454545455,0.0011254924
suggest,0.5,0.0005627462
suggests,0.5833333333,0.0013130745
suggests / VBZ,0.5833333333,0.0013130745
suit,1,0.0011254924
suit / NN,1,0.0009379103
suited,0.875,0.0013130745
suited / VBN,0.875,0.0013130745
sum,0.7894736842,0.002813731
sum / NN,0.7894736842,0.002813731
summer,0.3181818182,0.0026261489
summer / NN,0.3181818182,0.0026261489
sumptuous,0.2,0.0001875821
sumptuous / JJ,0.2,0.0001875821
sundance,0.3333333333,0.0003751641
sundance / NNP,0.3333333333,0.0003751641
super,0.6666666667,0.0011254924
super / NNP,0.8571428571,0.0011254924
superb,0.2727272727,0.0005627462
superb / JJ,0.2727272727,0.0005627462
superbly,0,0
superbly / RB,0,0
superficial,0.85,0.0031888951
superficial / JJ,0.85,0.0031888951
superior,0.4666666667,0.0013130745
superior / JJ,0.4666666667,0.0013130745
supernatural,0.75,0.0011254924
supernatural / JJ,0.75,0.0011254924
supply,0.4,0.0003751641
support,0.8333333333,0.0009379103
supporting,0.5833333333,0.0013130745
supporting / VBG,0.5833333333,0.0013130745
supposed,0.92,0.0043143875
supposed / VBN,0.92,0.0043143875
supposedly,0.8333333333,0.0009379103
supposedly / RB,0.8333333333,0.0009379103
sure,0.5,0.0048771337
sure / JJ,0.5208333333,0.0046895517
surely,0.4666666667,0.0013130745
surely / RB,0.4666666667,0.0013130745
surface,0.5882352941,0.0018758207
surface / NN,0.5882352941,0.0018758207
surfing,0.6,0.0005627462
surfing / NN,0.6,0.0005627462
surprise,0.5333333333,0.0030013131
surprise / NN,0.5925925926,0.0030013131
surprised,0.1666666667,0.0001875821
surprised / VBN,0.2,0.0001875821
surprises,0.4074074074,0.0020634027
surprises / NNS,0.4074074074,0.0020634027
surprising,0.2941176471,0.0018758207
surprising / JJ,0.2941176471,0.0018758207
surprisingly,0.2962962963,0.0030013131
surprisingly / RB,0.2962962963,0.0030013131
surreal,0.2,0.0005627462
surreal / JJ,0.2,0.0005627462
surrounding,0.7777777778,0.0013130745
surrounding / VBG,0.7777777778,0.0013130745
survive,0.8333333333,0.0009379103
survive / VB,0.8333333333,0.0009379103
susan,0.3333333333,0.0003751641
susan / NNP,0.3333333333,0.0003751641
suspect,0.875,0.0013130745
suspect / VBP,0.8571428571,0.0011254924
suspend,0.8333333333,0.0009379103
suspend / VB,0.8,0.0007503283
suspense,0.5510204082,0.0050647158
suspense / NN,0.5510204082,0.0050647158
suspenseful,0.3846153846,0.0009379103
suspenseful / JJ,0.3846153846,0.0009379103
sustain,0.6785714286,0.0035640593
sustain / VB,0.7037037037,0.0035640593
sustains,0.25,0.0003751641
sustains / VBZ,0.25,0.0003751641
swallow,0.5714285714,0.0007503283
swallow / VB,0.5714285714,0.0007503283
sweeping,0,0
sweeping / JJ,0,0
sweet,0.3055555556,0.0041268055
sweet / JJ,0.3055555556,0.0041268055
sweetest,0.6,0.0005627462
sweetest / JJS,0.6,0.0005627462
sweetly,0,0
sweetly / RB,0,0
sweetness,0.125,0.0001875821
sweetness / NN,0.125,0.0001875821
swept,0.8571428571,0.0011254924
swim,0.5714285714,0.0007503283
swim / VB,0.6,0.0005627462
swimfan,1,0.0013130745
swimfan / NNP,1,0.0009379103
swimming,0.4,0.0003751641
swinging,0.8333333333,0.0009379103
swinging / VBG,0.8,0.0007503283
swings,0.8,0.0007503283
symbolic,0.2,0.0001875821
symbolic / JJ,0.2,0.0001875821
sympathetic,0.125,0.0001875821
sympathetic / JJ,0.125,0.0001875821
sympathy,0.6153846154,0.0015006565
sympathy / NN,0.6153846154,0.0015006565
system,0.25,0.0003751641
system / NN,0.25,0.0003751641
t,0.4615384615,0.0022509848
t / NN,0.4615384615,0.0022509848
table,0.7142857143,0.0009379103
table / NN,0.7142857143,0.0009379103
tackles,0.2857142857,0.0003751641
tackles / VBZ,0.2857142857,0.0003751641
tadpole,0.4285714286,0.0005627462
take,0.4035087719,0.0086287751
take / NN,0.1428571429,0.0001875821
take / VB,0.4137931034,0.0067529544
take / VBP,0.45,0.0016882386
taken,0.6538461538,0.0031888951
taken / VBN,0.6538461538,0.0031888951
takes,0.4851485149,0.0091915213
takes / VBZ,0.4851485149,0.0091915213
taking,0.4516129032,0.0026261489
taking / VBG,0.4666666667,0.0026261489
tale,0.3700787402,0.0088163572
tale / NN,0.368,0.0086287751
talent,0.6279069767,0.0050647158
talent / NN,0.6279069767,0.0050647158
talented,0.4615384615,0.0022509848
talented / JJ,0.48,0.0022509848
talents,0.4666666667,0.0013130745
talents / NNS,0.4666666667,0.0013130745
tales,0.4166666667,0.0009379103
tales / NNS,0.4166666667,0.0009379103
talk,0.4444444444,0.0015006565
talk / NN,0.4545454545,0.0009379103
talking,0.5294117647,0.0016882386
talking / VBG,0.5,0.0015006565
talky,0.7142857143,0.0009379103
talky / JJ,0.7142857143,0.0009379103
tambor,0.6666666667,0.0007503283
tambor / NNP,0.6666666667,0.0007503283
taps,0,0
taps / VBZ,0,0
tarantino,0.875,0.0013130745
tarantino / NNP,0.8333333333,0.0009379103
target,0.6818181818,0.002813731
target / NN,0.6818181818,0.002813731
task,0.5,0.0007503283
task / NN,0.5,0.0007503283
taste,0.6285714286,0.0041268055
taste / NN,0.6363636364,0.0039392234
tasteful,0.6,0.0005627462
tasteful / JJ,0.6,0.0005627462
tasty,0.1666666667,0.0003751641
tasty / JJ,0.1666666667,0.0003751641
taut,0.125,0.0001875821
taut / JJ,0.125,0.0001875821
tawdry,0.6,0.0005627462
tawdry / JJ,0.6,0.0005627462
taylor,0.5,0.0007503283
taylor / NNP,0.5,0.0007503283
teacher,0.3571428571,0.0009379103
teacher / NN,0.3571428571,0.0009379103
team,0.5333333333,0.0015006565
team / NN,0.5,0.0013130745
tear,0.1428571429,0.0001875821
tear / VB,0.1428571429,0.0001875821
tears,0.25,0.0005627462
tears / NNS,0.25,0.0005627462
technical,0.3846153846,0.0009379103
technical / JJ,0.3846153846,0.0009379103
technically,0.7142857143,0.0009379103
technically / RB,0.7142857143,0.0009379103
technique,0.375,0.0005627462
technique / NN,0.375,0.0005627462
technology,0.3,0.0005627462
technology / NN,0.3333333333,0.0005627462
tedious,0.8484848485,0.0052522979
tedious / JJ,0.8484848485,0.0052522979
teen,0.6060606061,0.0037516413
teen / JJ,0.875,0.0013130745
teen / NN,0.52,0.0024385669
teenage,0.5,0.0011254924
teenage / JJ,0.5,0.0011254924
teenagers,0.6,0.0011254924
teenagers / NNS,0.6,0.0011254924
teens,0.6153846154,0.0015006565
teens / NNS,0.6153846154,0.0015006565
teeth,0.8,0.0007503283
teeth / NNS,0.8,0.0007503283
telegraphed,0.8333333333,0.0009379103
television,0.8636363636,0.0035640593
television / NN,0.8636363636,0.0035640593
tell,0.6315789474,0.0045019696
tell / VB,0.6285714286,0.0041268055
telling,0.5555555556,0.0018758207
telling / VBG,0.5555555556,0.0018758207
tells,0.4761904762,0.0018758207
tells / VBZ,0.4761904762,0.0018758207
tempting,0.4,0.0003751641
tempting / JJ,0.4,0.0003751641
ten,1,0.0011254924
ten / CD,1,0.0011254924
tend,0.6,0.0005627462
tend / VBP,0.6,0.0005627462
tender,0.0666666667,0.0001875821
tender / NN,0.0666666667,0.0001875821
tenderness,0.2,0.0001875821
tenderness / NN,0.2,0.0001875821
tends,0.7777777778,0.0013130745
tends / VBZ,0.7777777778,0.0013130745
tense,0.5,0.0005627462
tense / JJ,0.5,0.0005627462
tension,0.5555555556,0.002813731
tension / NN,0.5555555556,0.002813731
tepid,0.8571428571,0.0011254924
tepid / JJ,0.8571428571,0.0011254924
term,0.4285714286,0.0005627462
term / NN,0.3333333333,0.0003751641
terminally,0.8,0.0007503283
terminally / RB,0.8,0.0007503283
terms,0.4583333333,0.0020634027
terms / NNS,0.4583333333,0.0020634027
terrible,0.652173913,0.002813731
terrible / JJ,0.652173913,0.002813731
terribly,0.7,0.0013130745
terribly / RB,0.7,0.0013130745
terrific,0.1590909091,0.0013130745
terrific / JJ,0.1590909091,0.0013130745
terrifying,0.1818181818,0.0003751641
terrifying / JJ,0.1818181818,0.0003751641
territory,0.7142857143,0.0018758207
territory / NN,0.7142857143,0.0018758207
terror,0.1666666667,0.0001875821
terror / NN,0.1666666667,0.0001875821
terrorist,0.6666666667,0.0007503283
terrorist / JJ,0.6666666667,0.0007503283
test,0.75,0.0016882386
test / NN,0.7,0.0013130745
testament,0.3,0.0005627462
testament / NN,0.3,0.0005627462
text,0.8333333333,0.0009379103
text / NN,0.8333333333,0.0009379103
textbook,0.8,0.0007503283
textbook / NN,0.8,0.0007503283
than,0.576744186,0.069780529
than / IN,0.576744186,0.069780529
thankfully,0.1428571429,0.0001875821
thankfully / RB,0.1428571429,0.0001875821
thanks,0.1935483871,0.0011254924
thanks / NNS,0.1935483871,0.0011254924
that,0.4892721918,0.2181579441
that / DT,0.5154185022,0.0219471019
that / IN,0.5523504274,0.0969799287
that / WDT,0.4393274854,0.1127368224
